VentaID,Fecha,ClienteID,ProductoID,Cantidad
930,2025-10-14,132,11,1
931,2025-02-14,80,4,2
932,2026-03-04,45,8,2
933,2026-06-25,42,4,2
934,2026-01-01,13,5,1
935,2025-10-26,64,5,1
936,2025-05-31,45,7,1
937,2025-02-06,104,3,1
938,2025-06-27,59,5,1
939,2025-01-10,133,3,2
940,2026-03-16,63,2,1
941,2025-07-27,123,6,1
942,2025-05-16,122,7,2
943,2025-12-29,145,8,2
944,2025-01-17,48,10,1
945,2025-04-12,118,9,1
946,2025-02-08,115,7,2
947,2025-02-12,72,3,1
948,2025-05-29,143,8,1
949,2026-04-08,145,9,1
950,2025-09-14,48,7,1
951,2026-06-01,99,2,1
952,2026-02-16,22,2,1
953,2026-03-28,147,4,1
954,2025-11-15,107,7,3
955,2025-05-19,20,9,1
956,2026-01-12,61,7,1
957,2025-07-12,137,4,2
958,2025-10-22,29,5,3
959,2025-09-18,148,2,3
960,2025-04-09,75,11,2
961,2025-07-19,59,2,1
962,2025-10-24,66,1,1
963,2026-04-04,91,2,1
964,2025-08-19,132,8,1
965,2025-09-15,134,10,1
966,2025-11-09,86,10,4
967,2025-10-17,97,5,2
968,2026-04-09,68,2,4
969,2026-06-03,129,6,2
970,2025-07-05,20,4,1
971,2025-12-03,111,5,1
972,2025-02-02,104,8,2
973,2025-05-09,2,11,1
974,2025-12-31,86,2,2
975,2026-03-01,96,9,1
976,2026-02-26,131,1,2
977,2025-12-09,73,2,1
978,2025-08-20,132,4,1
979,2025-12-17,86,10,1
980,2026-01-06,113,5,1
981,2026-04-11,9,10,3
982,2025-07-21,60,10,2
983,2025-07-28,46,9,1
984,2025-12-10,64,3,1
985,2025-06-23,98,10,2
986,2025-06-27,73,2,1
987,2025-08-28,142,8,1
988,2026-05-16,85,8,1
989,2026-04-06,89,3,2
990,2025-12-03,137,6,3
991,2026-06-03,94,3,1
992,2025-03-07,89,3,1
993,2025-07-23,32,8,1
994,2026-01-16,128,7,1
995,2025-08-14,148,7,1
996,2025-09-09,67,8,2
997,2025-10-22,89,11,1
998,2025-11-03,9,10,1
999,2025-04-22,37,2,1
1000,2025-08-17,148,10,2
1001,2025-07-05,47,5,1
1002,2026-03-30,15,4,1
1003,2025-12-15,142,6,1
1004,2025-06-21,8,4,1
1005,2025-03-31,78,2,2
1006,2026-06-16,55,8,1
1007,2025-08-20,139,11,1
1008,2025-09-14,81,6,1
1009,2025-04-27,150,5,1
1010,2025-05-22,38,3,2
1011,2025-06-10,85,5,3
1012,2026-04-12,14,3,2
1013,2025-02-27,103,8,3
1014,2025-06-19,131,10,1
1015,2025-02-25,102,4,2
1016,2025-08-19,10,11,1
1017,2025-12-07,73,10,2
1018,2026-04-12,141,5,1
1019,2025-02-15,12,6,2
1020,2026-05-31,109,4,2
1021,2025-03-19,45,1,2
1022,2026-05-09,93,4,3
1023,2026-02-16,105,8,2
1024,2025-04-11,138,9,2
1025,2025-07-06,131,8,5
1026,2026-04-16,98,4,1
1027,2025-11-24,80,11,1
1028,2025-07-09,71,6,2
1029,2026-06-17,137,6,1
1030,2025-07-19,44,3,1
1031,2025-11-11,90,6,1
1032,2025-05-21,37,9,1
1033,2025-11-09,88,5,2
1034,2026-02-15,91,10,3
1035,2026-05-03,119,4,1
1036,2026-01-21,103,7,2
1037,2026-04-19,68,9,1
1038,2025-03-02,67,8,1
1039,2025-08-14,5,5,2
1040,2025-04-05,132,6,1
1041,2025-01-20,18,3,1
1042,2025-01-08,18,1,1
1043,2025-02-02,12,10,1
1044,2025-01-24,117,11,1
1045,2025-03-11,111,3,2
1046,2025-03-08,59,10,1
1047,2025-04-29,85,5,1
1048,2025-01-19,55,10,3
1049,2025-03-09,128,1,3
1050,2025-04-04,46,10,1
1051,2025-08-07,141,8,4
1052,2025-10-31,142,4,2
1053,2026-06-09,6,1,1
1054,2025-07-27,125,10,1
1055,2025-12-18,45,4,2
1056,2025-03-10,64,5,5
1057,2026-01-05,135,5,1
1058,2025-08-07,24,10,1
1059,2025-08-07,91,5,2
1060,2025-10-15,46,7,1
1061,2025-12-09,119,5,1
1062,2025-05-19,70,10,1
1063,2025-05-24,62,5,1
1064,2025-12-16,26,6,1
1065,2026-05-11,131,2,1
1066,2026-04-30,87,2,1
1067,2026-04-11,36,6,2
1068,2025-03-23,70,9,1
1069,2025-01-01,37,4,2
1070,2025-08-27,131,4,1
1071,2025-08-02,143,3,2
1072,2025-11-07,43,6,1
1073,2025-07-27,25,4,1
1074,2025-03-05,5,6,2
1075,2025-03-06,139,9,2
1076,2025-02-17,38,7,1
1077,2025-07-17,52,4,1
1078,2025-03-15,78,8,1
1079,2026-02-21,100,10,2
1080,2026-03-25,101,8,1
1081,2026-06-18,104,10,2
1082,2025-01-07,111,11,1
1083,2026-05-17,87,5,1
1084,2025-03-08,81,10,2
1085,2025-05-13,33,1,2
1086,2025-11-15,50,11,1
1087,2025-10-06,62,6,1
1088,2025-10-04,43,5,1
1089,2026-04-04,67,6,1
1090,2026-03-18,51,1,3
1091,2026-05-28,53,7,5
1092,2025-12-11,72,4,3
1093,2025-05-01,45,5,3
1094,2025-04-02,147,6,2
1095,2026-03-07,126,8,1
1096,2025-03-29,43,8,2
1097,2026-03-20,32,8,1
1098,2025-01-17,44,5,1
1099,2025-11-10,122,2,1
1100,2026-06-24,60,10,1
1101,2025-08-07,25,7,1
1102,2025-04-21,73,8,5
1103,2025-11-13,84,4,5
1104,2025-06-03,142,5,1
1105,2025-05-01,79,3,1
1106,2025-04-10,18,2,3
1107,2025-12-17,19,2,1
1108,2025-01-15,55,8,1
1109,2025-12-26,122,3,1
1110,2025-08-11,145,1,2
1111,2026-06-24,25,3,1
1112,2025-01-27,19,11,1
1113,2025-09-18,66,5,3
1114,2025-09-10,120,7,1
1115,2025-06-22,146,7,1
1116,2026-04-07,116,10,1
1117,2025-12-04,141,10,1
1118,2025-11-29,42,8,1
1119,2025-12-18,146,7,1
1120,2026-05-21,13,4,2
1121,2025-04-13,126,5,1
1122,2026-04-19,147,5,1
1123,2025-11-12,83,11,1
1124,2025-10-18,107,6,1
1125,2025-07-19,73,9,1
1126,2025-12-04,103,4,2
1127,2025-11-20,116,9,1
1128,2025-01-28,143,5,1
1129,2026-03-21,20,11,1
1130,2025-02-04,69,9,1
1131,2026-02-14,26,2,1
1132,2025-08-23,13,3,5
1133,2025-06-06,76,10,1
1134,2025-01-06,7,6,1
1135,2026-03-21,50,9,1
1136,2025-03-17,61,5,1
1137,2026-05-23,33,9,1
1138,2025-08-22,28,5,4
1139,2025-10-04,121,3,2
1140,2025-05-15,128,10,1
1141,2026-01-15,148,6,1
1142,2026-06-09,48,10,1
1143,2025-08-21,53,6,1
1144,2026-06-25,134,6,1
1145,2025-11-14,80,2,1
1146,2025-09-10,55,2,2
1147,2025-06-21,122,10,1
1148,2026-04-14,80,1,2
1149,2025-03-20,131,2,1
1150,2025-09-07,74,5,1
1151,2025-04-26,150,10,2
1152,2025-02-13,8,10,5
1153,2025-04-12,3,1,1
1154,2025-05-03,33,1,3
1155,2025-05-26,123,5,1
1156,2025-08-01,129,2,2
1157,2026-04-18,117,3,1
1158,2025-05-05,81,6,3
1159,2026-06-14,59,9,3
1160,2025-02-26,17,1,1
1161,2025-11-04,79,11,5
1162,2026-05-09,14,6,2
1163,2025-10-18,111,3,1
1164,2025-01-08,13,10,2
1165,2025-07-05,110,3,1
1166,2025-02-14,124,4,2
1167,2026-01-19,26,10,1
1168,2025-09-10,131,4,1
1169,2026-06-11,4,6,2
1170,2025-02-24,107,1,1
1171,2025-12-05,31,7,1
1172,2025-09-11,144,1,2
1173,2025-06-10,83,8,1
1174,2026-06-11,23,8,1
1175,2025-04-20,34,8,2
1176,2025-09-23,140,8,1
1177,2025-03-11,82,7,3
1178,2026-01-19,31,5,1
1179,2025-12-25,95,10,1
1180,2026-01-15,15,5,4
1181,2025-05-12,91,9,2
1182,2025-10-24,119,3,2
1183,2025-09-23,19,7,1
1184,2026-04-27,5,2,3
1185,2025-10-17,10,8,2
1186,2025-06-20,47,10,1
1187,2025-11-17,118,4,2
1188,2026-02-16,121,8,2
1189,2025-05-07,84,5,1
1190,2025-12-03,44,7,1
1191,2025-05-04,71,2,1
1192,2026-06-24,61,7,4
1193,2025-03-23,147,2,1
1194,2025-04-27,49,3,1
1195,2025-11-14,144,4,1
1196,2026-06-14,105,1,1
1197,2025-03-05,81,4,1
1198,2025-05-27,103,1,1
1199,2025-09-15,46,4,1
1200,2025-08-04,2,7,2
1201,2026-01-26,95,8,1
1202,2025-08-12,93,2,3
1203,2026-04-08,15,9,1
1204,2026-04-18,19,7,1
1205,2026-05-20,71,6,1
1206,2025-04-10,133,7,1
1207,2025-10-25,41,10,1
1208,2025-06-04,21,6,2
1209,2026-02-19,61,9,1
1210,2026-02-18,97,8,1
1211,2025-04-17,63,3,1
1212,2025-12-11,72,9,1
1213,2026-05-25,108,2,1
1214,2026-01-02,48,3,2
1215,2026-05-19,122,9,2
1216,2025-10-21,149,3,1
1217,2025-01-12,77,4,1
1218,2026-02-18,120,6,1
1219,2025-02-28,149,2,1
1220,2025-01-22,90,7,2
1221,2025-09-10,143,11,1
1222,2025-08-04,51,10,1
1223,2026-01-19,149,8,1
1224,2026-01-12,45,3,1
1225,2025-05-07,137,9,2
1226,2025-04-14,97,6,1
1227,2025-07-15,92,9,2
1228,2026-04-20,9,5,3
1229,2025-05-23,114,5,4
1230,2025-08-24,3,9,1
1231,2025-05-08,121,11,2
1232,2025-08-21,82,5,1
1233,2026-03-30,34,10,1
1234,2025-11-29,98,6,3
1235,2025-02-19,68,3,3
1236,2025-11-29,66,5,1
1237,2026-02-23,117,10,1
1238,2025-01-30,123,4,1
1239,2025-10-31,49,4,1
1240,2025-10-14,115,4,2
1241,2025-10-21,120,7,3
1242,2025-03-08,141,7,2
1243,2026-05-08,4,9,2
1244,2025-04-15,89,2,3
1245,2025-02-10,20,7,2
1246,2025-05-20,27,10,1
1247,2025-04-06,109,4,2
1248,2025-07-21,32,9,1
1249,2025-10-26,41,6,2
1250,2026-06-19,132,11,1
1251,2025-01-21,25,6,4
1252,2025-11-26,101,4,2
1253,2025-01-12,28,10,2
1254,2026-06-07,27,4,2
1255,2026-04-18,137,10,1
1256,2026-03-03,43,5,3
1257,2025-03-04,88,4,2
1258,2025-05-16,44,10,2
1259,2025-10-06,8,8,3
1260,2025-11-01,10,10,1
1261,2025-05-01,10,10,1
1262,2025-06-22,121,7,1
1263,2025-09-29,112,8,1
1264,2025-09-04,15,4,2
1265,2026-05-12,55,2,1
1266,2025-08-03,41,3,1
1267,2025-03-24,49,5,1
1268,2026-01-18,19,2,2
1269,2025-08-17,148,4,1
1270,2025-11-26,98,6,2
1271,2026-04-15,100,6,2
1272,2026-04-29,27,11,1
1273,2025-06-29,54,5,1
1274,2025-03-22,70,10,1
1275,2025-03-19,52,2,1
1276,2026-06-25,35,3,1
1277,2026-04-21,16,11,4
1278,2026-05-09,90,8,2
1279,2026-02-23,32,3,1
1280,2026-03-12,124,5,2
1281,2026-05-20,104,1,2
1282,2026-06-23,107,4,3
1283,2026-04-25,63,10,1
1284,2025-11-01,132,3,1
1285,2025-03-01,54,8,1
1286,2025-09-27,133,5,1
1287,2025-02-27,54,9,1
1288,2026-01-29,116,9,3
1289,2025-01-16,48,7,1
1290,2025-03-18,81,9,2
1291,2025-08-06,65,9,1
1292,2025-03-25,29,2,3
1293,2026-01-23,24,3,4
1294,2026-02-21,43,3,1
1295,2026-04-29,144,9,2
1296,2026-06-16,97,9,1
1297,2025-03-20,74,7,2
1298,2026-04-23,66,6,2
1299,2025-05-25,90,4,4
1300,2026-05-18,54,2,4
1301,2025-05-10,60,4,2
1302,2025-12-12,144,10,1
1303,2025-01-14,7,2,2
1304,2026-01-17,145,4,3
1305,2026-05-24,59,11,1
1306,2026-02-22,38,10,1
1307,2025-04-23,93,4,3
1308,2025-08-04,70,11,1
1309,2025-03-30,101,11,2
1310,2025-04-25,76,1,1
1311,2025-03-23,123,10,1
1312,2025-01-02,17,11,1
1313,2025-04-09,48,9,1
1314,2026-03-29,18,10,1
1315,2026-05-02,112,6,1
1316,2026-04-22,15,2,1
1317,2026-03-06,25,8,2
1318,2025-01-16,29,10,1
1319,2025-05-26,83,6,2
1320,2026-02-20,124,4,1
1321,2026-06-05,8,6,2
1322,2025-07-07,98,7,2
1323,2025-11-02,18,6,2
1324,2025-01-29,45,3,1
1325,2025-10-17,87,4,1
1326,2025-07-01,12,4,1
1327,2025-01-07,95,6,1
1328,2026-03-28,58,9,1
1329,2025-09-16,138,11,2
1330,2025-08-07,45,2,1
1331,2025-03-11,108,8,1
1332,2025-04-23,128,1,1
1333,2025-02-08,145,9,1
1334,2025-11-17,105,5,2
1335,2025-06-10,130,3,1
1336,2025-11-16,133,9,1
1337,2026-01-24,122,2,1
1338,2026-01-09,106,3,1
1339,2026-01-14,146,2,2
1340,2025-03-27,6,11,1
1341,2026-01-12,62,7,1
1342,2026-01-12,22,6,2
1343,2025-03-17,137,1,4
1344,2026-02-18,139,7,2
1345,2026-01-21,4,8,5
1346,2025-09-04,102,3,1
1347,2025-10-08,74,4,1
1348,2025-08-07,49,8,1
1349,2026-03-23,71,2,1
1350,2026-03-22,82,3,4
1351,2025-10-04,126,10,2
1352,2025-10-03,100,8,4
1353,2025-07-24,118,4,1
1354,2025-01-08,111,1,1
1355,2025-07-11,74,8,5
1356,2026-04-03,89,10,1
1357,2025-01-18,118,11,1
1358,2025-12-09,66,5,2
1359,2026-04-09,76,4,1
1360,2026-01-24,71,8,2
1361,2025-08-21,88,3,1
1362,2025-05-24,88,2,3
1363,2025-06-20,12,5,2
1364,2026-05-22,60,5,1
1365,2025-06-20,78,6,1
1366,2025-05-14,89,3,3
1367,2026-06-08,150,5,1
1368,2025-01-04,112,7,1
1369,2026-03-11,126,4,2
1370,2025-08-28,30,6,1
1371,2025-01-19,115,7,1
1372,2025-04-05,148,11,5
1373,2025-08-17,142,10,1
1374,2025-01-17,135,4,3
1375,2025-06-13,23,10,1
1376,2025-11-17,145,5,4
1377,2026-04-14,18,7,2
1378,2026-02-13,81,8,4
1379,2025-02-22,12,11,2
1380,2025-05-31,128,9,2
1381,2025-03-31,128,8,2
1382,2025-05-18,32,8,1
1383,2025-08-26,94,4,1
1384,2025-11-03,110,3,1
1385,2025-02-12,111,5,2
1386,2025-05-11,98,11,1
1387,2025-04-25,44,1,1
1388,2025-12-24,71,8,2
1389,2026-06-05,89,7,1
1390,2026-02-16,39,4,1
1391,2026-03-28,34,3,1
1392,2025-08-02,48,1,1
1393,2026-03-26,149,9,1
1394,2026-01-21,59,3,1
1395,2025-05-21,28,11,1
1396,2026-05-05,107,8,1
1397,2025-12-23,113,7,1
1398,2025-07-05,29,1,1
1399,2025-06-27,110,1,1
1400,2025-05-24,54,11,1
1401,2026-05-23,134,10,2
1402,2025-04-07,112,4,1
1403,2025-05-10,126,11,3
1404,2025-12-21,129,11,2
1405,2025-12-01,130,11,2
1406,2026-03-16,25,4,1
1407,2026-01-26,145,1,2
1408,2026-01-07,94,5,1
1409,2025-02-28,40,10,1
1410,2025-05-13,29,3,2
1411,2025-12-19,140,6,2
1412,2026-05-09,124,2,1
1413,2026-03-17,112,7,2
1414,2025-01-02,98,7,2
1415,2025-02-04,35,10,2
1416,2026-04-24,5,10,1
1417,2025-12-17,84,4,1
1418,2025-05-08,72,1,2
1419,2026-03-04,116,8,2
1420,2026-01-23,42,2,3
1421,2026-06-20,137,10,1
1422,2025-07-21,70,8,1
1423,2025-07-15,98,1,2
1424,2026-02-27,81,5,1
1425,2026-01-09,15,9,3
1426,2026-01-22,27,11,1
1427,2026-04-10,54,5,2
1428,2026-03-04,14,5,4
1429,2026-03-20,82,8,3
1430,2025-01-21,53,10,1
1431,2025-01-16,102,6,1
1432,2025-10-25,25,6,3
1433,2026-02-22,11,3,1
1434,2025-08-26,34,8,2
1435,2026-05-05,126,5,1
1436,2026-02-02,109,7,3
1437,2025-05-24,10,6,2
1438,2026-01-13,107,9,2
1439,2025-10-27,100,1,1
1440,2025-09-24,142,3,2
1441,2025-01-04,69,3,1
1442,2026-04-23,62,4,2
1443,2025-06-04,49,3,3
1444,2025-12-13,133,7,1
1445,2025-08-29,60,4,2
1446,2025-02-13,10,7,1
1447,2025-01-12,38,3,2
1448,2025-11-14,81,3,1
1449,2026-01-26,116,7,2
1450,2025-01-06,123,1,1
1451,2025-01-22,137,2,4
1452,2025-10-07,18,8,1
1453,2026-01-18,130,4,1
1454,2026-04-17,40,2,2
1455,2026-05-02,56,2,1
1456,2025-12-30,73,9,2
1457,2026-05-12,106,7,1
1458,2025-10-31,136,8,2
1459,2025-08-21,8,5,1
1460,2025-03-04,116,3,1
1461,2025-12-26,76,10,3
1462,2026-05-10,128,4,1
1463,2025-05-08,4,6,5
1464,2025-12-11,36,4,2
1465,2025-11-06,129,1,2
1466,2025-10-29,46,5,1
1467,2026-05-13,83,7,1
1468,2026-04-07,2,2,5
1469,2025-11-05,95,3,1
1470,2025-01-02,43,2,1
1471,2026-02-20,18,11,1
1472,2026-01-08,36,2,3
1473,2025-11-21,16,7,1
1474,2025-05-25,38,8,4
1475,2025-03-09,20,1,1
1476,2025-07-28,141,2,2
1477,2026-05-21,118,9,2
1478,2025-08-19,72,9,1
1479,2026-06-22,106,4,2
1480,2025-06-26,63,1,1
1481,2025-10-11,23,6,1
1482,2025-12-08,54,7,3
1483,2026-01-15,43,9,3
1484,2025-12-02,146,1,1
1485,2025-04-22,58,6,1
1486,2026-04-12,73,11,1
1487,2025-12-02,30,1,1
1488,2026-04-23,61,4,1
1489,2025-01-25,119,2,1
1490,2026-03-26,5,10,1
1491,2025-03-08,62,8,1
1492,2025-08-29,44,5,1
1493,2026-03-24,60,11,2
1494,2026-05-05,59,8,1
1495,2025-01-20,88,1,5
1496,2025-11-09,106,4,1
1497,2026-04-11,147,5,1
1498,2025-01-10,52,11,3
1499,2025-06-13,138,11,1
1500,2025-02-12,97,11,1
1501,2025-12-21,110,11,1
1502,2026-04-02,136,8,1
1503,2025-11-06,41,6,1
1504,2026-04-05,125,5,1
1505,2025-05-26,116,11,2
1506,2025-01-20,65,5,4
1507,2026-01-30,53,9,1
1508,2025-06-23,95,7,1
1509,2025-12-13,94,10,1
1510,2025-09-13,80,11,1
1511,2025-02-20,26,5,1
1512,2026-03-04,99,11,1
1513,2025-04-23,11,6,2
1514,2025-11-18,21,2,1
1515,2026-04-14,102,2,3
1516,2026-01-21,77,8,1
1517,2025-02-04,140,9,3
1518,2025-04-08,81,7,1
1519,2025-09-20,27,6,3
1520,2025-08-07,148,4,1
1521,2026-01-25,133,2,2
1522,2025-05-15,16,7,3
1523,2025-01-08,24,3,5
1524,2026-01-25,52,11,2
1525,2026-06-16,60,11,1
1526,2026-04-04,140,4,5
1527,2026-06-07,42,8,1
1528,2025-12-03,32,6,1
1529,2025-06-19,67,4,1
1530,2026-05-29,136,2,1
1531,2025-07-05,92,7,2
1532,2025-11-07,141,8,1
1533,2025-10-05,18,11,2
1534,2025-11-09,16,3,2
1535,2025-08-17,37,2,1
1536,2025-01-17,55,5,3
1537,2026-06-12,73,10,2
1538,2025-11-17,34,2,1
1539,2026-04-24,51,5,1
1540,2025-02-12,1,7,1
1541,2025-10-18,54,10,2
1542,2025-02-11,32,4,1
1543,2026-06-13,24,5,3
1544,2025-09-08,69,9,1
1545,2025-04-23,48,7,1
1546,2025-02-09,139,11,1
1547,2026-04-27,85,2,2
1548,2025-06-12,67,6,1
1549,2026-06-02,73,8,1
1550,2026-05-21,53,1,1
1551,2025-06-04,29,9,1
1552,2025-09-13,62,5,1
1553,2025-01-15,56,8,1
1554,2026-04-16,115,10,2
1555,2026-06-23,4,10,2
1556,2026-05-29,71,5,1
1557,2025-01-13,24,7,2
1558,2025-04-19,29,11,4
1559,2025-06-06,105,8,1
1560,2025-12-03,118,4,1
1561,2026-03-19,89,4,1
1562,2026-05-03,22,9,2
1563,2025-12-11,133,3,2
1564,2025-12-09,142,10,1
1565,2025-03-15,100,4,3
1566,2025-11-02,38,5,1
1567,2026-02-18,27,8,1
1568,2026-03-29,149,6,1
1569,2025-06-20,80,11,1
1570,2025-01-15,123,11,1
1571,2026-06-04,36,5,1
1572,2025-11-08,25,10,1
1573,2025-10-20,132,5,1
1574,2026-03-07,10,8,1
1575,2025-01-24,97,10,1
1576,2025-05-09,41,7,1
1577,2026-02-22,61,5,1
1578,2025-08-19,71,9,1
1579,2025-07-14,55,2,1
1580,2025-12-01,4,9,5
1581,2025-02-28,75,7,2
1582,2025-01-07,132,3,3
1583,2026-02-13,39,7,1
1584,2026-03-04,46,10,1
1585,2025-08-22,38,2,1
1586,2025-08-13,39,5,2
1587,2025-07-13,39,5,2
1588,2025-10-29,64,9,1
1589,2025-02-06,90,6,1
1590,2025-07-11,47,4,1
1591,2025-10-23,27,4,3
1592,2025-07-30,38,2,1
1593,2026-05-05,149,1,1
1594,2025-01-12,97,3,1
1595,2025-05-25,141,4,1
1596,2025-10-05,25,4,2
1597,2026-02-19,56,11,1
1598,2026-05-11,61,5,1
1599,2026-04-23,81,1,2
1600,2025-07-27,121,5,1
1601,2025-07-06,116,1,4
1602,2026-03-20,54,10,2
1603,2025-10-29,96,5,1
1604,2026-06-07,142,8,1
1605,2025-10-03,149,11,1
1606,2026-03-03,2,10,1
1607,2025-09-02,31,11,1
1608,2026-05-14,130,6,2
1609,2025-09-19,100,2,2
1610,2026-05-13,59,1,1
1611,2025-07-02,88,3,1
1612,2025-06-19,1,3,1
1613,2025-05-03,134,1,1
1614,2025-01-04,139,1,4
1615,2025-03-24,81,10,1
1616,2025-12-18,58,11,1
1617,2026-03-12,45,10,2
1618,2025-12-18,82,11,3
1619,2025-05-24,57,6,3
1620,2025-11-11,114,11,2
1621,2026-03-30,62,2,2
1622,2025-08-10,82,11,1
1623,2026-06-11,59,5,2
1624,2025-02-19,16,3,1
1625,2025-01-03,74,7,1
1626,2025-11-15,22,3,2
1627,2026-01-17,111,7,3
1628,2025-10-08,136,7,1
1629,2025-03-05,32,1,1
1630,2025-06-30,105,7,1
1631,2025-10-19,86,11,1
1632,2025-06-15,19,11,2
1633,2025-11-16,133,5,1
1634,2025-01-17,40,8,1
1635,2025-01-14,150,8,2
1636,2025-01-12,15,5,1
1637,2025-04-03,148,2,1
1638,2026-04-04,144,1,1
1639,2026-01-09,77,7,1
1640,2025-11-15,103,8,2
1641,2026-03-28,51,4,1
1642,2025-07-31,8,4,2
1643,2025-04-07,120,1,1
1644,2025-02-14,136,3,1
1645,2025-02-25,2,3,3
1646,2025-02-14,49,4,3
1647,2025-11-26,89,8,2
1648,2025-09-24,94,6,1
1649,2025-11-28,64,11,1
1650,2025-09-08,146,7,1
1651,2025-05-17,34,9,3
1652,2025-03-08,114,10,1
1653,2025-03-15,98,7,1
1654,2026-02-15,44,10,3
1655,2025-01-02,135,2,1
1656,2025-02-23,63,10,1
1657,2025-06-07,122,4,2
1658,2025-10-28,114,7,2
1659,2025-02-19,144,6,3
1660,2025-10-07,24,9,1
1661,2025-10-12,77,6,1
1662,2026-02-01,15,10,2
1663,2025-03-28,137,3,1
1664,2025-06-23,147,5,4
1665,2026-01-14,142,4,2
1666,2025-01-13,24,8,1
1667,2025-10-13,35,9,1
1668,2025-05-09,136,5,2
1669,2026-06-25,88,11,3
1670,2026-01-22,71,11,2
1671,2025-09-24,122,1,1
1672,2025-05-27,137,3,2
1673,2026-06-12,131,9,1
1674,2025-05-16,66,8,1
1675,2025-10-28,118,2,1
1676,2026-01-03,98,7,3
1677,2025-02-14,52,6,1
1678,2026-05-04,81,11,1
1679,2026-05-21,9,4,1
1680,2026-03-10,13,4,2
1681,2026-04-22,69,5,2
1682,2025-01-16,71,3,1
1683,2025-07-12,141,2,3
1684,2026-03-27,142,4,3
1685,2025-03-04,6,3,2
1686,2025-09-14,149,8,2
1687,2026-01-21,120,10,2
1688,2026-03-03,36,9,1
1689,2025-08-31,19,4,1
1690,2025-01-02,93,1,1
1691,2025-03-27,117,8,1
1692,2025-04-13,39,8,1
1693,2025-11-22,83,9,1
1694,2026-03-14,70,6,1
1695,2025-12-22,142,8,1
1696,2025-06-20,97,2,3
1697,2025-08-09,120,8,2
1698,2026-04-09,133,6,2
1699,2026-02-04,90,4,1
1700,2025-03-30,150,6,1
1701,2026-06-10,133,5,3
1702,2025-02-12,61,4,1
1703,2025-09-03,2,6,1
1704,2025-10-16,96,10,3
1705,2025-07-27,85,1,2
1706,2025-05-07,92,6,1
1707,2025-12-20,112,1,2
1708,2025-08-16,40,5,2
1709,2026-01-03,117,11,1
1710,2025-06-04,14,10,1
1711,2025-05-11,27,10,1
1712,2026-05-03,135,2,3
1713,2025-04-04,119,11,1
1714,2025-07-13,131,9,1
1715,2025-01-24,129,4,2
1716,2026-04-28,43,4,1
1717,2025-11-20,139,3,1
1718,2025-09-23,75,7,2
1719,2025-12-05,121,7,1
1720,2026-01-18,118,5,1
1721,2025-10-29,54,5,1
1722,2025-06-16,7,8,1
1723,2025-08-01,43,11,2
1724,2025-02-19,131,1,2
1725,2025-04-02,49,1,1
1726,2025-12-30,67,6,2
1727,2025-04-15,58,9,2
1728,2026-02-21,138,2,3
1729,2025-07-19,108,6,1
1730,2026-04-10,35,1,1
1731,2025-06-22,17,2,1
1732,2026-05-23,102,6,2
1733,2025-03-17,127,8,1
1734,2025-05-21,130,1,2
1735,2026-04-27,84,9,1
1736,2026-01-21,103,9,1
1737,2025-07-28,13,2,1
1738,2025-03-14,89,3,2
1739,2025-06-28,111,4,1
1740,2025-05-22,50,3,1
1741,2026-06-23,61,2,1
1742,2025-04-20,23,10,1
1743,2026-02-02,51,5,2
1744,2025-01-11,120,4,1
1745,2025-06-14,33,4,2
1746,2025-07-03,29,4,1
1747,2026-06-08,13,3,1
1748,2025-02-05,71,6,1
1749,2025-09-25,55,6,2
1750,2025-02-05,76,11,3
1751,2026-01-09,15,8,4
1752,2026-05-13,77,9,1
1753,2026-04-23,59,9,1
1754,2025-04-01,126,1,2
1755,2025-04-07,92,11,4
1756,2025-03-17,125,11,1
1757,2025-03-14,9,5,1
1758,2026-06-16,121,2,1
1759,2025-09-22,98,8,1
1760,2025-03-06,87,2,2
1761,2025-12-04,109,3,2
1762,2025-02-21,131,8,2
1763,2025-08-07,62,5,1
1764,2025-10-10,6,6,3
1765,2026-04-27,75,3,1
1766,2026-01-07,45,2,1
1767,2026-06-03,145,8,1
1768,2025-06-12,64,1,1
1769,2025-01-30,67,3,1
1770,2026-01-10,98,4,2
1771,2026-06-01,92,10,3
1772,2025-01-04,12,1,1
1773,2026-01-10,40,1,3
1774,2025-07-30,113,7,1
1775,2025-11-12,9,8,1
1776,2025-07-19,144,2,1
1777,2025-08-11,51,3,3
1778,2025-09-06,108,8,1
1779,2025-05-23,110,3,3
1780,2025-01-28,22,10,1
1781,2026-05-01,88,1,1
1782,2025-02-27,98,6,4
1783,2026-04-07,47,8,2
1784,2025-10-04,92,1,1
1785,2025-07-19,109,4,2
1786,2026-02-24,88,1,1
1787,2025-08-18,109,9,1
1788,2026-01-10,38,3,2
1789,2025-05-29,6,5,1
1790,2025-10-25,51,1,1
1791,2025-06-26,32,2,1
1792,2026-01-12,93,2,2
1793,2026-03-19,5,4,1
1794,2026-05-22,142,8,1
1795,2026-02-03,53,2,1
1796,2026-02-09,20,8,1
1797,2026-02-13,16,1,4
1798,2025-06-05,72,6,3
1799,2025-01-07,114,6,2
1800,2025-04-01,72,9,2
1801,2026-04-18,150,9,2
1802,2025-04-18,72,7,5
1803,2025-05-02,116,6,2
1804,2025-11-12,89,2,4
1805,2025-06-09,35,8,1
1806,2025-10-30,132,5,1
